	Control_1	Control_2	Control_3	a_1	a_2	a_3	b_1	b_2	b_3
P245	2.886396181	1.131906461	1.248392801	2.28779263	3.186642984	3.044817411	2.095287958	2.575045533	3.401978521
P246	22.66109785	46.83841987	29.57245397	28.1412008	35.6973357	34.47989672	21.82946896	25.77968655	33.24223411
P247	0.676682578	0.822750694	0.875834807	0.714843808	0.783218472	0.693544817	0.721406133	0.872596857	1.189961122
P248	80.41368337	88.22565729	88.72360345	79.6839229	105.250444	96.59719661	86.37995512	92.89006813	88.46375919
P249	145.9029435	139.2812789	132.5205451	135.6029835	179.1403197	177.5636297	164.0164547	145.9334877	126.1538165
P250	0.178894193	0.200541683	0.193429731	0.102961377	0.090783659	0.071786241	0.276222887	0.310570458	0.230609338
P251	0.72089101	0.710476945	0.604993238	0.310220811	0.149285968	0.262486167	0.484181002	0.396105502	0.129858732
P252	0.150636436	0.141318536	0.21753875	0.023581715	0.544241563	0.175	0.137920718	0.133406786	0.150750606
P253	0.5358393	0.614295151	0.362717154	0.116402038	0.491111901	0.306178532	0.171032162	0.239516111	0.166796259
P254	195.4574383	196.3376932	212.3166545	163.3705044	244.7175844	245.5367023	231.7427076	211.6879905	216.4825436
P255	33.11933174	24.87805523	23.6096952	23.23683628	24.04831261	30.99040944	23.37995512	22.06372406	21.31721775
P256	4.3858393	4.101466508	6.797877874	2.463924378	4.223943162	2.823773515	4.720119671	3.835360781	4.367566111
P257	40.84884646	29.42792971	34.15166961	26.84956798	35.39182948	38.50516415	31.00373972	31.61693612	36.57762039
P258	19.83134447	18.62703131	18.17830022	17.67003914	13.87168739	17.24732571	17.01346298	14.09394464	19.44840063
P259	1.327923628	1.520332937	2.13294497	2.239125618	0.363708703	1.128365917	0.831264024	0.835023497	0.568151199
P260	29.16388226	28.51103184	20.28149381	35.21157965	43.67033748	57.24640354	60.64846672	57.33366312	51.61476577
P261	14.65950676	16.14770776	12.54051805	11.33668119	21.4991119	18.80025821	11.57965595	13.64693185	16.27699296
P262	51.15990453	32.44814374	33.06355976	36.06676021	63.12753108	54.45776466	58.47643979	54.32959324	81.80453443
P263	21.59427208	18.69863919	17.52605846	17.91522044	18.72113677	25.26097381	18.10471204	17.86162391	18.73416991
P264	3.324821002	3.672876206	3.028190991	3.338010487	2.525186501	3.61370343	2.678085266	2.383918332	2.132684091
P265	59.75656325	62.3649095	63.49318631	69.88922532	52.9705151	61.11766876	65.92146597	73.99545792	76.88517649
P266	0.775815434	1.039265425	0.936148965	0.77542279	0.415502664	0.787965695	0.983171279	0.381849662	0.64804265
P267	14.19411297	13.25511957	18.75148237	9.707554833	11.98039076	6.488380671	11.86013463	12.4068536	16.23272643
P268	35.13046937	41.66996961	74.37428482	43.8239421	20.52717584	19.6468093	20.82273747	19.65776988	12.1503907
P269	2.353142403	3.08600872	2.418391761	0.620456392	2.600071048	1.284120251	1.595587135	1.573201718	1.685938643
P270	71.29753381	53.9622143	53.51503173	103.3970903	107.4671403	102.7941719	88.8631264	94.084051	111.0531583
P271	0.693484487	1.027454089	0.62733798	0.902444428	0.698813499	0.766064183	0.529708302	0.786791986	0.965125678
P272	1.324184566	1.071264368	0.902278165	0.285193117	0.665861456	0.775442641	0.788631264	0.677017516	1.062569768
P273	0.460986476	0.597251949	0.204903776	0.226726239	0.511019538	0.42025083	0.323926702	0.30312774	0.236133031
P274	65.50755768	83.31615801	80.26422553	62.68222436	93.65399645	72.09055699	54.40089753	71.07233602	63.15870511
P275	59.7326969	53.05060114	53.27577239	35.08234252	40.43907638	44.59424567	49.15781601	50.61722843	57.69082721
P276	1.300477327	2.639661778	2.306668054	2.587179677	1.894564831	2.306067872	2.639491399	2.445978459	3.539012279
P277	12.57279236	9.787554499	11.47404556	8.452108411	5.951261101	8.617760974	7.279431563	6.464596497	7.833442396
P278	1.404057279	0.844100938	1.014584417	0.833542574	1.239957371	0.915003689	0.815183246	0.373979718	0.606374379
P279	67.31821798	79.62742767	81.84125663	78.45801639	51.74564831	74.59424567	90.04487659	91.18341466	93.00588937
P280	4.056324582	3.902761263	0.804389889	1.078723876	1.325641208	0.727056437	0.858189978	0.931239179	0.680126256
P281	7.845266508	7.256969217	6.89254135	6.230485193	6.141385435	7.664607156	5.831862378	5.305691093	4.137572655
P282	10.40015911	8.964724534	9.53230001	9.105679049	10.87175844	12.46403541	8.581899776	8.093000247	13.92490088
P283	2.516706444	1.224019025	3.599084573	4.50882505	2.512824156	2.517336776	4.749065071	5.298270861	4.213403133
P284	3.955449483	3.705641432	4.333922813	2.895576398	4.914245115	3.589173737	4.178908003	3.554066512	3.684514415
P285	0.655497216	0.333729687	0.51072506	0.523137139	0.613740675	0.624824788	0.584891548	0.702898388	0.713768813
P286	13.91408115	10.61778306	11.93820868	8.814710878	11.65072824	13.09018812	11.86387435	11.49236615	12.25316602
P287	9.243436754	17.72043863	5.956933319	8.069566502	9.470692718	8.407783106	9.529543755	10.11040407	13.26917895
P288	0.23673031	0.118052583	0.156498492	0.080843365	0.10792611	0.09410734	0.112004488	0.162305219	0.179229378
P289	10.79713604	9.634297794	10.36970769	12.24060261	18.17975133	12.40225009	14.14958863	12.00908416	14.03479734
P290	8.206841687	6.376800106	6.386559867	8.496418285	7.554245115	10.35872372	6.951009723	5.462190543	6.760845298
P291	4.221638823	2.497450126	2.68532196	2.086182704	2.186145648	3.952877167	3.444951384	3.42387516	4.15258478
P292	0.272283214	0.166151407	0.246041818	0.345498855	0.276944938	0.300783844	0.306372476	0.245609696	0.067854806
P293	0.289864757	0.324877791	0.21959846	0.108500111	0.311872114	0.210946145	0.13540015	0.192501068	0.238192386
P294	7.404693715	6.322631788	7.657130968	7.344804667	14.17946714	6.685724825	7.735228123	6.319114969	7.493167558
P295	5.298170247	4.539040824	3.337355664	6.524259656	6.882415631	5.893212837	4.550336574	5.098824006	7.388467608
P296	0.193508353	0.484925353	0.488900447	1.441843291	1.522841918	1.18526374	0.532288706	0.098895959	0.704626814
P297	0.999204455	1.757933677	2.166025174	1.451369914	1.781030195	1.729988934	2.089753179	1.955051379	2.244312714
P298	20.79952267	19.02946228	19.84624987	19.21276124	21.48490231	25.33751383	20.934181	20.7094192	22.10631664
P299	2.691089897	3.161844365	5.634453344	1.886419024	4.688738899	2.694577647	4.399401645	3.295257797	3.891989684
P300	43.31742243	39.91544458	115.9575575	54.12598774	21.23623446	17.34876429	45.81750187	43.86481686	26.43481273
P301	8.715194909	14.53534152	0.228898367	14.5956724	14.21953819	5.023884176	4.815931189	4.529939514	6.852650217
P302	1.017979316	0.457497688	0.758431291	0.856731408	0.654735346	1.369974179	0.867165295	0.924673397	1.072693329
P303	9.723945903	11.64381028	13.15988765	9.515545381	14.03978686	13.09203246	13.57741212	12.84397275	14.14565611
P304	8.807478123	41.6091954	92.96577551	299.6676759	11.47865009	9.208779048	26.9184742	22.16221078	6.866122638
P305	0.996181384	1.283313516	1.174284823	2.992688871	1.406806394	3.952692733	3.641585639	4.161626155	2.882520497
P306	8.707239459	7.193816885	8.646000208	7.237279374	7.131793961	10.23238657	8.077786088	7.161423785	7.129604681
P307	5.723786794	6.724005813	5.272859669	1.855475962	7.268490231	3.510881594	2.678384443	3.029703416	2.183301898
P308	20.88544153	26.44470868	24.91417872	16.33926593	22.23374778	15.29324972	18.93268512	18.30368988	18.65083337
P309	1.462927605	2.666666667	2.185165921	2.626393915	3.688099467	2.084931759	3.039192221	3.106154296	2.3634474
P310	0.327016706	0.368714493	0.246374701	0.424953844	0.433293073	0.46419218	0.325228123	0.465383491	0.280553524
P311	0.42627685	0.689945832	0.896764798	0.897939591	0.592952043	0.465649207	0.387270007	0.457288692	0.47394049
P312	1.610739857	0.86410358	0.939456985	3.207517909	1.49044405	3.663223903	6.371652954	7.601690914	6.269679356
P313	3.419252188	2.016858238	3.430770831	4.006646481	3.227282416	4.116008853	4.423859387	3.728554404	4.613341545
P314	0.20274463	1.332989827	1.273858317	0.400812348	0.31826643	0.637255625	0.707449514	0.690756189	0.198025328
P315	12.27764519	13.71858898	16.2411318	12.66228491	13.05761989	17.67890077	11.51458489	11.81570841	15.37838254
P316	16.28719173	12.75492139	11.20919588	10.6314157	11.87111901	16.9181114	11.57965595	11.46943089	11.89826398
P317	2.374542562	2.048936451	1.983189431	1.920094528	1.623445826	2.064182958	2.076813762	2.064331167	1.89091189
P318	10.60779634	13.58409301	10.0580464	3.696477365	9.794813499	3.930468462	6.457292446	5.281406696	4.170098926
P319	111.7820207	113.4707359	139.9833559	115.6340004	135.825222	131.888602	136.2752431	140.0894925	139.7340159
P320	43.39220366	42.2909235	49.78050557	37.2276789	50.86039076	43.5272962	46.45549738	44.04470128	46.37206975
P321	0.689944312	0.803831418	0.785186726	1.313196957	1.129591474	1.496403541	1.197606582	1.197108358	0.602987028
P322	0.386595068	1.381952702	0.914074691	0.923417768	0.486635879	0.409267798	0.241077038	0.03511344	0.144179915
P323	1.880270485	1.314466904	1.648767294	3.490584152	1.110522202	1.954721505	2.516753927	1.986013986	1.930020401
P324	10.79634049	16.80036993	14.04265058	9.008935825	14.20746004	13.16857248	9.572924458	9.075394059	9.266522961
P325	2.773110581	2.947549214	4.334130864	3.704379293	3.719786856	4.363242346	3.231488407	2.85139298	2.984141037
P326	47.88225935	53.04531642	52.52886716	50.63510819	68.79005329	59.41995574	55.33807031	55.55955299	56.4840833
P327	11.07637232	8.186814639	7.179236451	9.797651577	9.76	10.46200664	8.522064323	8.342589886	8.660264059
P328	0.904614161	0.785969084	0.948007906	0.830588583	0.551587922	0.402084102	0.717277487	0.542913678	1.541264098
P329	0.165505171	0.220013212	0.295287631	2.220072373	0.338287744	0.835992254	0.848017951	0.424234929	0.555698834
P330	0.544813047	0.793790461	0.400020805	0.957462521	0.842046181	0.774391368	0.858339566	0.511388933	0.711151315
P331	5.624502784	6.854538248	4.712160616	8.597592497	7.367815275	8.100147547	6.299401645	7.747622153	7.69717849
P332	1.890055688	1.748843969	1.687714553	2.495384388	1.212902309	2.493913685	1.770680628	1.053717986	2.465837792
P333	1.702625298	1.829250892	1.743805264	3.786278709	2.71687389	2.339265954	2.326626776	1.187079801	1.756765079
P334	1.981782021	1.745276787	2.036721107	1.225020309	0.685598579	1.86757654	1.755497382	1.226384548	0.958139266
P335	2.435560859	2.187448804	3.974409654	2.440957093	4.376980462	4.681943932	3.049364248	3.602410451	3.662958543
P336	1.691169451	2.80221958	9.798606054	12.25168008	3.970301954	5.182497233	7.21421092	7.566838306	4.210708649
P337	25.72076372	22.46716871	21.64776865	20.55756591	20.41776199	26.823128	23.91548242	21.34148809	19.95842796
P338	0.172092283	0.051919672	0.096787683	0.100812348	0.329605684	0.141488381	0.053216156	0.292671958	0.079941491
P339	1.553699284	5.848857181	1.274752939	2.22819585	1.115879218	1.414607156	1.08631264	1.314460459	1.0950383
P340	0.160167064	0.458766019	0.41633205	0.370149915	0.284376554	0.355735891	0.32145101	0.374856655	0.45973671
P341	0.349777247	0.302866957	0.520461875	0.60878074	0.070611723	0.102425304	0.599439043	0.392260473	0.261480426
P342	1.561177407	1.38512353	1.199292625	0.930876597	1.731438721	2.508576171	1.001271503	1.275942707	1.308922591
P343	0.215194909	0.057288942	0.0870155	0.287814785	0.332703375	0.247196606	0.137382199	0.097164572	0.11859194
P344	64.62927605	59.18615405	58.28357433	76.28683258	62.6714032	67.70656584	74.02991773	74.80493783	85.12837292
P345	5.611455847	4.532963403	4.644127744	7.078723876	7.138898757	6.514754703	5.362004488	6.429519034	6.411717156
P346	2.027525855	0.745461752	1.198189951	1.456834798	1.356603908	1.750645518	1.496260284	1.547703101	1.991608607
P347	1.277724741	2.504452372	1.11403308	2.419023706	2.443197158	1.740317226	1.378384443	1.719830009	1.842719119
P348	3.753381066	4.258422513	4.443149901	3.831031682	4.409520426	4.458963482	3.927673897	4.67452162	4.316178452
P349	4.389260143	5.745805258	8.974721731	2.820101913	5.908632327	1.409904094	3.97868362	3.906864839	3.567689288
P350	13.21161496	13.58647113	13.77155935	11.04645152	15.77975133	13.22482479	13.44278235	14.61650889	13.62889257
P351	2.292362768	2.193156295	1.353458858	1.302341038	1.217449378	1.811232018	1.785938669	1.932813168	2.59671273
P352	1.434924423	0.898771304	1.796213461	0.566235876	0.954699822	0.447279602	0.908825729	1.214512176	1.203779976
P353	18.36674622	2.426661382	2.212836784	0.771361052	1.061598579	0.433373294	0.891623037	1.05000787	0.861349552
P354	2.091805887	3.313515656	3.121398107	2.593826158	4.116944938	3.478790114	3.034629768	3.832437659	3.864082528
P355	0.009027049	0.018209803	0.044922501	0.009565763	0.042409947	0.01493637	0.52657442	0.052735368	0.051720621
P356	0.120843278	0.327625842	0.418350151	0.24544716	0.089830195	0.301189598	0.290448766	0.14403121	0.122550907
P357	11.44232299	10.8563879	11.06480807	8.98604239	7.536767318	6.973625968	9.114435303	6.595687271	10.72924285
P358	19.40811456	15.25247721	18.98533236	36.98692859	29.78898757	36.51512357	32.52804787	24.45303892	28.75014435
P359	0.338806683	0.216488308	0.167787371	0.468680304	0.434031972	0.370481372	0.437696335	0.408247701	0.481600523
P360	7.352426412	5.415510635	6.955789036	5.406543091	10.65122558	5.723349318	7.070306657	9.429316664	9.082913122
P361	13.32696897	17.28101467	15.18194112	25.26548999	18.13712256	22.54610845	16.01944652	21.18791177	22.0120097
P362	12.11535402	14.22829964	24.09653594	41.6505428	20.66927176	21.83050535	26.58489155	29.05358307	19.3117518
P363	4.23309467	4.750693619	6.425881619	2.950077542	2.464085258	2.080966433	3.525878833	3.174285522	3.296893645
P364	0.425688146	0.377407848	0.341038177	0.370386234	0.338344583	0.392871634	0.336828721	0.264789873	0.282574387
P365	9.676213206	11.22790329	6.493706439	4.537995717	3.320781528	1.352176319	1.530815258	1.497492861	0.77112283
P366	0.301010342	0.333148368	0.595006762	1.251606233	0.838692718	0.549188491	1.285115931	1.189440784	0.629720159
P367	2.489101034	1.695600476	1.097846666	1.49819068	1.036902309	1.375507193	1.660433807	1.495086907	1.063320374
P368	7.61734288	5.304003171	6.703422449	4.407576988	8.25705151	6.759313906	6.305235602	6.144177366	7.431579353
P369	3.934844869	5.038446294	5.787787371	3.541614356	2.70294849	2.931943932	3.681600598	3.438940481	3.608299011
P370	7.01026253	11.46016647	7.218558202	7.82807769	10.97506217	8.701217263	8.212415856	9.312616644	9.420685939
P371	1.712012729	3.44166997	1.002787891	1.683184403	2.136269982	0.996956842	2.106357517	1.509455175	2.416182301
P372	6.273508353	5.907517506	4.959325913	5.472638653	7.460888099	7.616654371	6.854450262	7.929305421	7.635590284
P373	0.305871122	0.18789272	0.299968792	0.047377594	0.142877442	0.0423128	0.078391922	0.04280125	0.053089033
P374	3.627684964	3.123530189	3.64298346	4.129310981	4.562415631	4.542696422	5.082348542	3.402289029	4.5174949
P375	4.859268099	4.448672216	5.377925726	5.165423529	3.412717584	6.301457027	5.109349289	4.771434353	4.929750953
P376	7.188862371	6.561236623	3.684177676	1.248799941	8.585719361	1.87707488	3.433133882	3.49380523	3.547865584
P377	0.308122514	0.262061038	0.252886716	0.408204712	0.692547069	0.529712283	0.299513837	0.402491399	0.482832288
P378	5.028639618	4.368873035	4.582336419	4.090761391	3.774351687	5.461729989	4.051308901	5.538416567	5.575272335
P379	1.154733492	1.521944775	1.34390929	1.501513921	2.109129663	1.476300258	0.874569933	0.384188159	0.404980946
P380	1.379872713	1.206975822	1.140434828	1.537626468	1.608667851	1.747786795	1.592445774	1.245519754	1.189807152
P381	5.04638027	6.522393975	4.930822844	4.11926741	5.364547069	5.140630764	4.142183994	4.974478897	5.003271873
P382	71.30708035	36.90051526	51.03089566	31.11439332	16.92788632	55.83456289	25.43231114	22.52152992	19.37526464
P383	10.26571201	5.825868675	4.963903048	8.06661251	7.047957371	6.00949834	6.963275991	8.068490995	10.77504908
P384	6.316865553	6.755714097	4.436284198	4.514068385	4.103872114	6.089819255	6.074719521	6.426371057	6.007737018
P385	5.733731106	3.833795746	5.466347654	7.115131822	5.322344583	5.941903357	8.287958115	6.322262946	9.619307903
P386	0.853460621	0.894147179	2.208675752	0.905767669	0.208880995	0.176069716	0.3078908	0.39459897	0.202432734
P387	2.619252188	2.740652662	2.801206699	1.320877335	2.317158082	1.549704906	0.904562453	0.766060306	0.822164056
P388	3.764677804	3.725987581	3.592843025	6.441547892	4.680639432	9.507561785	6.957591623	7.974051672	5.471149775
P389	3.776690533	3.005681068	3.640486841	2.900893582	2.67268206	2.825617853	2.723934181	1.915859061	2.440240194
P390	1.084089101	3.684502576	2.025340684	3.149176575	3.86259325	2.446053117	3.321615557	2.894565242	3.639285577
P391	0.368750994	0.44100938	0.42080516	0.575112621	0.495175844	0.640363335	0.526020942	0.490499854	0.648119635
P392	5.576292761	6.508389483	10.35098304	13.50269552	5.290941385	5.254334194	14.00598355	11.69203787	10.44054814
P393	1.250119332	1.007662835	0.983251846	0.725411713	1.108063943	1.47417927	1.1710546	0.770467475	0.884291158
P394	8.177406523	7.74818338	7.003640903	10.53910346	6.777690941	13.81040207	11.82647719	11.11663256	10.00500404
P395	9.953858393	7.571673933	6.826172891	6.791152795	4.240284192	8.929269642	4.285863874	4.008274684	7.206012549
P396	13.79156722	10.28405338	7.830854052	20.54722694	14.50941385	15.16414607	16.27524308	14.96953208	16.14977482
P397	0.177374702	0.147356322	0.193292417	0.083066243	0.137844405	0.125396533	0.114943904	0.044251568	0.123386197
P398	0.395354018	0.144507861	0.132408197	0.590200133	0.226216696	0.840455551	0.103844428	0.078859083	0.069604296
P399	21.76929196	26.89126701	26.84281702	27.28306624	25.03730018	29.44393213	26.42857143	26.96917231	29.21398052
